combo,combo_size,games_together,total_combined_minutes,combined_points_per_36,combined_fg3a_per_36,combined_fg3_pct,combined_rebounds_per_36,combined_assists_per_turnover,average_plus_minus,combined_turnovers_per_36,combined_efg_pct,okc_bench_survival_score,sas_spacing_rebounding_score
Jose Alvarado / Landry Shamet,2,27,1057.0,13.964049195837275,7.3907284768211925,0.35023041474654376,3.337748344370861,2.8636363636363638,14.25925925925926,1.4985808893093662,0.5555555555555556,0.48354748954646004,0.5768103313849604
Landry Shamet / Mohamed Diawara,2,27,1025.0,14.294634146341464,8.183414634146342,0.37339055793991416,3.7580487804878047,2.235294117647059,10.407407407407407,1.1941463414634146,0.5537313432835821,0.44673069908663887,0.6214547700216354
Jose Alvarado / Mitchell Robinson,2,27,880.0,14.645454545454545,3.190909090909091,0.3974358974358974,10.75909090909091,2.2291666666666665,12.62962962962963,1.9636363636363636,0.6510204081632653,0.4676598609657291,0.5788773639996534
Jericho Sims / Mikal Bridges,2,25,1347.0,13.202672605790646,4.703786191536748,0.3522727272727273,5.585746102449889,1.7719298245614035,8.92,1.5233853006681515,0.5602836879432624,0.42220844012633596,0.5287558257522965
Jericho Sims / OG Anunoby,2,25,1295.0,13.315830115830115,4.225482625482625,0.3618421052631579,6.9776061776061775,1.6170212765957446,8.88,1.3065637065637066,0.5623306233062331,0.4302960434269826,0.5395275450827169
Jalen Brunson / Jericho Sims,2,25,1251.0,20.402877697841728,4.374100719424461,0.4407894736842105,5.467625899280575,2.4875,8.04,2.302158273381295,0.5773930753564155,0.40775925693951287,0.5591710052680028
Ariel Hukporti / Landry Shamet,2,25,868.0,13.271889400921658,5.806451612903226,0.42142857142857143,5.972350230414746,1.6,6.76,1.2442396313364055,0.6172566371681416,0.42132692617331163,0.5948715668778136
Jericho Sims / Josh Hart,2,24,1280.0,10.603125,2.221875,0.34177215189873417,9.28125,2.689655172413793,6.291666666666667,1.63125,0.6312741312741312,0.47712968259770894,0.5160071514382853
Jordan Clarkson / Jose Alvarado,2,23,740.0,17.075675675675676,5.205405405405405,0.3925233644859813,4.378378378378378,2.558139534883721,12.521739130434783,2.091891891891892,0.555956678700361,0.39431267079728666,0.4976495865273709
Jose Alvarado / Mohamed Diawara,2,23,718.0,13.938718662952645,7.220055710306407,0.3472222222222222,5.013927576601671,2.923076923076923,8.0,1.9554317548746518,0.5313807531380753,0.36456022652603176,0.5562761402227426
Jericho Sims / Karl-Anthony Towns,2,21,998.0,20.77755511022044,4.040080160320641,0.4732142857142857,13.490981963927856,1.2615384615384615,9.619047619047619,2.344689378757515,0.61328125,0.3761208406969736,0.692812456080326
Cameron Payne / Jericho Sims,2,20,655.0,11.981679389312976,4.561832061068702,0.4457831325301205,7.474809160305344,3.32,4.8,1.3740458015267176,0.5935672514619883,0.42455953489224496,0.5546626415689099
Cameron Payne / Mitchell Robinson,2,20,632.0,12.246835443037975,3.7025316455696204,0.3384615384615385,7.860759493670886,2.4166666666666665,1.7,1.3670886075949367,0.5388888888888889,0.3318849428049392,0.45968687029316596
Jericho Sims / Miles McBride,2,19,742.0,11.595687331536388,4.609164420485175,0.42105263157894735,6.549865229110512,2.0,7.2105263157894735,1.5040431266846361,0.5837837837837838,0.38906844893662745,0.5347090596202099
Ariel Hukporti / Mohamed Diawara,2,18,537.0,10.659217877094973,3.083798882681564,0.34782608695652173,8.245810055865922,1.5416666666666667,-1.4444444444444444,1.6089385474860336,0.5573770491803278,0.2667219276774619,0.4432472192318954
Ariel Hukporti / Mitchell Robinson,2,14,452.0,11.309734513274336,0.1592920353982301,0.0,13.938053097345133,0.6363636363636364,11.785714285714286,1.752212389380531,0.6987951807228916,0.4055489717341225,0.31218883526774377
Delon Wright / Landry Shamet,2,13,533.0,13.103189493433396,6.821763602251407,0.42574257425742573,2.769230769230769,3.5,2.8461538461538463,0.9455909943714822,0.6114864864864865,0.4415883237935308,0.5447019188200987
Ariel Hukporti / Jose Alvarado,2,13,405.0,13.6,4.622222222222222,0.3269230769230769,7.911111111111111,2.0833333333333335,6.230769230769231,2.1333333333333333,0.5504201680672269,0.2927609866255483,0.47217993316244494
Delon Wright / Mikal Bridges,2,12,660.0,14.290909090909091,4.1454545454545455,0.34210526315789475,2.5090909090909093,2.71875,0.8333333333333334,1.7454545454545454,0.5377777777777778,0.316652209554048,0.3872701214129316
Jose Alvarado / Miles McBride,2,12,369.0,16.390243902439025,8.78048780487805,0.43333333333333335,3.902439024390244,2.3157894736842106,12.916666666666666,1.853658536585366,0.5476190476190477,0.35963383483193045,0.6063227963353799
Delon Wright / OG Anunoby,2,11,612.0,17.529411764705884,5.647058823529412,0.3541666666666667,3.6470588235294117,2.217391304347826,1.0909090909090908,1.3529411764705883,0.5668202764976958,0.3376955637434995,0.4756117966938165
Delon Wright / Karl-Anthony Towns,2,11,577.0,18.842287694974004,3.930675909878683,0.3492063492063492,8.984402079722704,1.1,3.4545454545454546,3.119584055459272,0.537117903930131,0.1888012751396057,0.4869156092687506
Delon Wright / Josh Hart,2,10,557.0,10.922800718132855,3.360861759425494,0.28846153846153844,6.3985637342908435,2.962962962962963,1.1,1.7450628366247756,0.5152671755725191,0.30214185512528496,0.3831639369306203
Miles McBride / Mohamed Diawara,2,10,337.0,20.83086053412463,9.186943620178042,0.5,5.234421364985163,7.6,17.2,0.5341246290801187,0.6729323308270677,0.7362670041281022,0.7135022220635665
Mitchell Robinson / Precious Achiuwa,2,10,327.0,10.01834862385321,0.22018348623853212,0.0,11.889908256880734,0.7333333333333333,2.3,1.651376146788991,0.4642857142857143,0.179346121934517,0.18856865936600534
Ariel Hukporti / Cameron Payne,2,10,298.0,12.684563758389261,3.865771812080537,0.34375,5.677852348993288,2.0588235294117645,-4.8,2.053691275167785,0.5,0.17362497832270912,0.3839069380097274
Delon Wright / Precious Achiuwa,2,8,378.0,11.904761904761905,2.0952380952380953,0.2727272727272727,6.380952380952381,2.6666666666666665,-2.75,1.1428571428571428,0.4700854700854701,,
Delon Wright / Mitchell Robinson,2,8,318.0,9.283018867924529,1.6981132075471699,0.3333333333333333,8.037735849056604,2.0,-3.0,1.3584905660377358,0.6016949152542372,,
Jordan Clarkson / Kevin McCullar Jr.,2,8,268.0,14.507462686567164,5.776119402985074,0.37209302325581395,4.970149253731344,1.6875,-7.5,2.1492537313432836,0.5106382978723404,,
Jalen Brunson / Kevin McCullar Jr.,2,7,339.0,19.964601769911503,7.433628318584071,0.32857142857142857,4.672566371681416,2.1666666666666665,-7.571428571428571,2.5486725663716814,0.49415204678362573,,
Ariel Hukporti / Precious Achiuwa,2,7,338.0,9.266272189349113,0.7455621301775148,0.2857142857142857,8.307692307692308,1.125,-12.571428571428571,1.7041420118343196,0.5846153846153846,,
Kevin McCullar Jr. / Mikal Bridges,2,7,328.0,14.268292682926829,5.7073170731707314,0.34615384615384615,4.939024390243903,2.6842105263157894,-6.428571428571429,2.0853658536585367,0.5446428571428571,,
Delon Wright / Miles McBride,2,7,236.0,10.525423728813559,6.406779661016949,0.23809523809523808,3.0508474576271185,3.625,-4.0,1.2203389830508475,0.4,,
Ariel Hukporti / Kevin McCullar Jr.,2,7,230.0,9.547826086956523,2.034782608695652,0.23076923076923078,8.921739130434782,1.8461538461538463,-5.0,2.034782608695652,0.5188679245283019,,
Jeremy Sochan / Jose Alvarado,2,7,213.0,14.535211267605634,5.915492957746479,0.2857142857142857,8.112676056338028,4.888888888888889,1.1428571428571428,1.5211267605633803,0.5211267605633803,,
Delon Wright / Jalen Brunson,2,6,259.0,21.822393822393824,6.3938223938223935,0.32608695652173914,2.77992277992278,1.7142857142857142,-5.666666666666667,2.918918918918919,0.5170940170940171,,
Jalen Brunson / Jeremy Sochan,2,6,258.0,20.790697674418606,4.883720930232558,0.4,5.72093023255814,3.588235294117647,21.666666666666668,2.372093023255814,0.5446428571428571,,
Kevin McCullar Jr. / Miles McBride,2,6,251.0,18.358565737051794,8.175298804780876,0.42105263157894735,5.163346613545817,4.571428571428571,0.16666666666666666,1.00398406374502,0.5918367346938775,,
Jeremy Sochan / Josh Hart,2,6,235.0,16.238297872340425,2.1446808510638298,0.7142857142857143,10.11063829787234,2.3333333333333335,20.5,1.8382978723404255,0.75,,
Jeremy Sochan / Mikal Bridges,2,6,225.0,14.72,3.84,0.25,5.6,2.727272727272727,18.5,1.76,0.5633802816901409,,
Jeremy Sochan / Mohamed Diawara,2,6,170.0,13.341176470588236,4.235294117647059,0.25,7.2,3.2857142857142856,2.1666666666666665,1.4823529411764707,0.5568181818181818,,
Kevin McCullar Jr. / OG Anunoby,2,5,246.0,13.609756097560975,5.2682926829268295,0.2222222222222222,8.195121951219512,1.5,-14.6,2.341463414634146,0.4155844155844156,,
Jericho Sims / Precious Achiuwa,2,5,231.0,9.194805194805195,0.15584415584415584,1.0,10.909090909090908,1.2,-3.2,1.5584415584415585,0.5288461538461539,,
Jeremy Sochan / OG Anunoby,2,5,213.0,18.929577464788732,6.084507042253521,0.4166666666666667,7.774647887323944,1.7777777777777777,24.0,1.5211267605633803,0.6232876712328768,,
Karl-Anthony Towns / Kevin McCullar Jr.,2,5,208.0,20.942307692307693,4.846153846153846,0.4642857142857143,10.384615384615385,1.2105263157894737,-2.8,3.2884615384615383,0.6071428571428571,,
Kevin McCullar Jr. / Mohamed Diawara,2,5,196.0,14.877551020408163,6.979591836734694,0.3684210526315789,5.510204081632653,1.6,-1.0,1.836734693877551,0.582089552238806,,
Cameron Payne / Delon Wright,2,5,188.0,13.404255319148936,5.74468085106383,0.36666666666666664,2.4893617021276597,6.0,3.2,0.9574468085106383,0.5,,
Jeremy Sochan / Karl-Anthony Towns,2,5,183.0,25.18032786885246,4.327868852459017,0.45454545454545453,13.573770491803279,2.230769230769231,13.4,2.557377049180328,0.6944444444444444,,
Jeremy Sochan / Landry Shamet,2,5,150.0,18.96,7.2,0.5,5.76,1.5714285714285714,8.0,1.68,0.7222222222222222,,
Jeremy Sochan / Mitchell Robinson,2,5,142.0,19.52112676056338,0.0,,14.450704225352112,1.8,14.8,1.267605633802817,0.8333333333333334,,
Ariel Hukporti / Trey Jemison III,2,4,150.0,8.4,0.48,0.5,9.36,0.9166666666666666,-4.75,2.88,0.5961538461538461,,
Kevin McCullar Jr. / Mitchell Robinson,2,4,147.0,11.26530612244898,2.204081632653061,0.3333333333333333,10.285714285714286,1.0,-3.75,2.204081632653061,0.65,,
Jordan Clarkson / Trey Jemison III,2,4,132.0,12.272727272727273,3.8181818181818183,0.42857142857142855,4.909090909090909,1.0,-2.5,2.1818181818181817,0.5384615384615384,,
Ariel Hukporti / Jeremy Sochan,2,4,126.0,14.0,2.0,0.2857142857142857,11.428571428571429,2.0,-3.5,1.7142857142857142,0.5483870967741935,,
Jeremy Sochan / Jordan Clarkson,2,4,110.0,17.345454545454544,2.9454545454545453,0.2222222222222222,11.127272727272727,6.333333333333333,13.0,0.9818181818181818,0.5555555555555556,,
Kevin McCullar Jr. / Landry Shamet,2,3,137.0,13.927007299270073,6.306569343065694,0.375,4.204379562043796,3.0,9.333333333333334,1.051094890510949,0.573170731707317,,
