p_okc_reaches_finals,p_sas_reaches_finals,p_nyk_beats_okc,p_nyk_beats_sas,p_nyk_title,title_simulation_count,opponent_counts,finals_result_counts
0.23208,0.76792,0.6654601861427094,0.4039743723304511,0.46466,100000,"{'SAS': 76792, 'OKC': 23208}","{'SAS over NYK in 6': 15085, 'SAS over NYK in 5': 12062, 'NYK over SAS in 7': 11142, 'SAS over NYK in 7': 10167, 'SAS over NYK in 4': 8456, 'NYK over SAS in 5': 8279, 'NYK over SAS in 6': 8089, 'NYK over OKC in 6': 4962, 'NYK over OKC in 5': 4197, 'NYK over SAS in 4': 3512, 'NYK over OKC in 7': 3231, 'OKC over NYK in 7': 3084, 'NYK over OKC in 4': 3054, 'OKC over NYK in 6': 1985, 'OKC over NYK in 5': 1945, 'OKC over NYK in 4': 750}"
