game_id,date,season,game_type,team,opponent,team_win,wembanyama_points,wembanyama_player_ts_pct,wembanyama_player_efg_pct,wembanyama_fta,wembanyama_rebounds,wembanyama_blocks,wembanyama_assists,wembanyama_turnovers,wembanyama_pf,wembanyama_plus_minus,team_bench_points,team_bench_rebounds,team_bench_assists,team_bench_plus_minus,opponent_bench_points,opponent_bench_rebounds,opponent_bench_assists,opponent_bench_plus_minus,bench_margin,opp_fg3a,opp_fg3_pct
22500076,2025-11-28,2025-26,regular_season,SAS,DEN,1,,,,,,,,,,,42,12,7,42,20,17,5,-8,22,39,0.41
22500306,2025-11-30,2025-26,regular_season,SAS,MIN,0,,,,,,,,,,,33,13,7,-8,25,13,7,-1,8,37,0.459
22500322,2025-12-02,2025-26,regular_season,SAS,MEM,1,,,,,,,,,,,43,14,11,11,52,18,16,-25,-9,26,0.346
22500326,2025-12-03,2025-26,regular_season,SAS,ORL,1,,,,,,,,,,,38,24,8,-18,37,21,4,0,1,27,0.333
22500341,2025-12-05,2025-26,regular_season,SAS,CLE,0,,,,,,,,,,,36,17,11,-2,38,15,11,-14,-2,26,0.308
22500366,2025-12-08,2025-26,regular_season,SAS,NOP,1,,,,,,,,,,,53,25,9,29,23,5,9,-66,30,26,0.269
22501204,2025-12-10,2025-26,regular_season,SAS,LAL,1,,,,,,,,,,,62,24,13,15,16,11,2,-49,46,37,0.432
22501230,2025-12-13,2025-26,regular_season,SAS,OKC,1,22.0,0.6756756756756757,0.5909090909090909,12.0,9.0,2.0,2.0,5.0,2.0,21.0,35,27,4,-12,30,24,6,-14,5,37,0.243
22500370,2025-12-18,2025-26,regular_season,SAS,WAS,1,15.0,0.6313131313131313,0.5909090909090909,2.0,8.0,4.0,4.0,2.0,1.0,14.0,42,30,11,58,31,21,11,-41,11,36,0.25
22500383,2025-12-19,2025-26,regular_season,SAS,ATL,1,26.0,0.7190265486725664,0.7333333333333333,7.0,12.0,2.0,3.0,2.0,1.0,29.0,50,26,10,34,30,14,8,-44,20,40,0.25
22500399,2025-12-21,2025-26,regular_season,SAS,WAS,1,14.0,0.4888268156424581,0.46153846153846156,3.0,12.0,2.0,2.0,2.0,1.0,5.0,34,30,6,29,26,15,4,-32,8,45,0.244
22500417,2025-12-23,2025-26,regular_season,SAS,OKC,1,12.0,0.6072874493927125,0.6111111111111112,2.0,5.0,0.0,3.0,3.0,3.0,13.0,55,20,18,56,30,10,6,-47,25,30,0.4
22500010,2025-12-25,2025-26,regular_season,SAS,OKC,1,19.0,0.6690140845070423,0.5833333333333334,5.0,11.0,1.0,2.0,3.0,2.0,13.0,30,20,5,38,37,12,5,-43,-7,44,0.25
22500440,2025-12-27,2025-26,regular_season,SAS,UTA,0,32.0,0.6525285481239804,0.5714285714285714,8.0,7.0,5.0,3.0,3.0,3.0,-6.0,40,22,5,-23,26,14,13,0,14,37,0.459
22500456,2025-12-29,2025-26,regular_season,SAS,CLE,0,26.0,0.6109022556390977,0.5,12.0,14.0,1.0,3.0,2.0,1.0,-17.0,36,24,4,1,40,23,8,26,-4,42,0.31
22500467,2025-12-31,2025-26,regular_season,SAS,NYK,1,31.0,0.9451219512195123,0.9166666666666666,10.0,13.0,1.0,1.0,3.0,3.0,17.0,41,25,7,-27,40,16,13,48,1,52,0.423
22500476,2026-01-02,2025-26,regular_season,SAS,IND,1,,,,,,,,,,,33,21,6,-1,44,10,8,-37,-11,30,0.4
22500490,2026-01-03,2025-26,regular_season,SAS,POR,0,,,,,,,,,,,18,15,6,-13,20,13,4,12,-2,45,0.422
22500512,2026-01-06,2025-26,regular_season,SAS,MEM,0,30.0,0.6377551020408163,0.575,8.0,5.0,1.0,3.0,2.0,2.0,2.0,41,17,9,-6,27,23,12,17,14,49,0.367
22500523,2026-01-07,2025-26,regular_season,SAS,LAL,1,16.0,0.477326968973747,0.4666666666666667,4.0,14.0,4.0,2.0,4.0,3.0,9.0,33,27,6,11,22,15,3,-39,11,39,0.231
22500545,2026-01-10,2025-26,regular_season,SAS,BOS,1,21.0,0.5597014925373134,0.5,4.0,6.0,3.0,1.0,0.0,0.0,15.0,34,18,4,16,14,22,8,-7,20,44,0.364
22500552,2026-01-11,2025-26,regular_season,SAS,MIN,0,29.0,0.6473214285714286,0.5277777777777778,10.0,7.0,0.0,1.0,1.0,5.0,17.0,24,17,4,-36,18,15,6,-4,6,39,0.308
22500568,2026-01-13,2025-26,regular_season,SAS,OKC,0,17.0,0.48185941043083896,0.4666666666666667,6.0,7.0,1.0,1.0,1.0,2.0,-14.0,22,14,3,-38,41,17,10,62,-19,30,0.367
22500582,2026-01-15,2025-26,regular_season,SAS,MIL,1,22.0,0.8258258258258258,0.7916666666666666,3.0,10.0,2.0,1.0,1.0,2.0,27.0,34,20,7,-11,51,18,9,22,-17,48,0.354
22500598,2026-01-17,2025-26,regular_season,SAS,MIN,1,39.0,0.668724279835391,0.6086956521739131,14.0,9.0,2.0,3.0,2.0,2.0,5.0,27,17,16,10,7,9,7,-29,20,34,0.412
22500611,2026-01-19,2025-26,regular_season,SAS,UTA,1,33.0,0.7994186046511628,0.75,6.0,10.0,2.0,1.0,1.0,3.0,8.0,30,14,10,6,31,17,7,-24,-1,37,0.351
22500615,2026-01-20,2025-26,regular_season,SAS,HOU,0,14.0,0.30755711775043937,0.23809523809523808,4.0,10.0,0.0,2.0,1.0,4.0,-14.0,26,11,7,5,19,10,2,3,7,27,0.37
22500632,2026-01-22,2025-26,regular_season,SAS,UTA,1,26.0,0.8248730964467005,0.7857142857142857,4.0,14.0,5.0,3.0,3.0,2.0,19.0,15,12,6,1,28,16,6,-26,-13,30,0.4
22500654,2026-01-25,2025-26,regular_season,SAS,NOP,0,16.0,0.4291845493562232,0.4375,6.0,16.0,4.0,0.0,3.0,3.0,-12.0,34,18,8,16,20,15,2,-37,14,34,0.265
22500679,2026-01-28,2025-26,regular_season,SAS,HOU,1,28.0,0.6481481481481481,0.5333333333333333,15.0,16.0,5.0,3.0,4.0,4.0,6.0,23,12,5,27,15,15,4,6,8,23,0.348
22500697,2026-01-31,2025-26,regular_season,SAS,CHA,0,16.0,0.477326968973747,0.4,4.0,8.0,0.0,1.0,2.0,2.0,-14.0,37,11,6,-5,30,13,8,-4,7,35,0.371
22500703,2026-02-01,2025-26,regular_season,SAS,ORL,1,25.0,0.6377551020408163,0.5384615384615384,15.0,8.0,5.0,2.0,2.0,3.0,14.0,39,22,10,-28,36,8,5,25,3,30,0.333
22500730,2026-02-04,2025-26,regular_season,SAS,OKC,1,22.0,0.5635245901639344,0.59375,8.0,14.0,2.0,2.0,2.0,1.0,17.0,37,27,8,-8,22,13,7,-4,15,47,0.404
22500738,2026-02-05,2025-26,regular_season,SAS,DAL,1,29.0,0.8276255707762558,0.8214285714285714,8.0,11.0,3.0,6.0,3.0,4.0,14.0,44,21,14,26,15,12,9,-13,29,31,0.387
22500749,2026-02-07,2025-26,regular_season,SAS,DAL,1,16.0,0.5076142131979695,0.4642857142857143,4.0,11.0,3.0,1.0,0.0,1.0,3.0,39,19,5,-24,59,23,17,6,-20,37,0.405
22500774,2026-02-10,2025-26,regular_season,SAS,LAL,1,40.0,0.7911392405063291,0.75,12.0,12.0,1.0,2.0,4.0,2.0,22.0,45,21,20,48,55,21,9,-74,-10,25,0.44
22500788,2026-02-11,2025-26,regular_season,SAS,GSW,1,26.0,0.6074766355140188,0.5294117647058824,10.0,9.0,2.0,4.0,1.0,2.0,7.0,30,20,11,14,45,10,15,-15,-15,47,0.34
22500798,2026-02-19,2025-26,regular_season,SAS,PHX,1,17.0,0.535264483627204,0.5,2.0,11.0,5.0,4.0,1.0,1.0,23.0,52,27,14,51,31,20,10,-40,21,42,0.286
22500815,2026-02-21,2025-26,regular_season,SAS,SAC,1,28.0,0.6065857885615252,0.575,7.0,15.0,4.0,6.0,1.0,3.0,32.0,59,16,12,-18,39,14,13,4,20,32,0.281
22500828,2026-02-23,2025-26,regular_season,SAS,DET,1,21.0,0.5379098360655737,0.4375,8.0,17.0,6.0,4.0,3.0,4.0,13.0,22,14,5,3,30,13,3,-20,-8,36,0.194
22500843,2026-02-25,2025-26,regular_season,SAS,TOR,1,12.0,0.4098360655737705,0.2916666666666667,6.0,8.0,5.0,3.0,3.0,2.0,19.0,32,14,10,-10,25,17,6,-30,7,23,0.348
